11002,札幌市
12025,函館市
12033,小樽市
12041,旭川市
12050,室蘭市
12068,釧路市
12076,帯広市
12084,北見市
12092,夕張市
12106,岩見沢市
12114,網走市
12122,留萌市
12131,苫小牧市
12149,稚内市
12157,美唄市
12165,芦別市
12173,江別市
12181,赤平市
12190,紋別市
12203,士別市
12211,名寄市
12220,三笠市
12238,根室市
12246,千歳市
12254,滝川市
12262,砂川市
12271,歌志内市
12289,深川市
12297,富良野市
12301,登別市
12319,恵庭市
12335,伊達市
12343,北広島市
12351,石狩市
12360,北斗市
13030,当別町
13048,新篠津村
13315,松前町
13323,福島町
13331,知内町
13340,木古内町
13374,七飯町
13439,鹿部町
13455,森町
13463,八雲町
13471,長万部町
13617,江差町
13625,上ノ国町
13633,厚沢部町
13641,乙部町
13676,奥尻町
13706,今金町
13714,せたな町
13919,島牧村
13927,寿都町
13935,黒松内町
13943,蘭越町
13951,ニセコ町
13960,真狩村
13978,留寿都村
13986,喜茂別町
13994,京極町
14001,倶知安町
14010,共和町
14028,岩内町
14036,泊村
14044,神恵内村
14052,積丹町
14061,古平町
14079,仁木町
14087,余市町
14095,赤井川村
14231,南幌町
14249,奈井江町
14257,上砂川町
14273,由仁町
14281,長沼町
14290,栗山町
14303,月形町
14311,浦臼町
14320,新十津川町
14338,妹背牛町
14346,秩父別町
14362,雨竜町
14371,北竜町
14389,沼田町
14524,鷹栖町
14532,東神楽町
14541,当麻町
14559,比布町
14567,愛別町
14575,上川町
14583,東川町
14591,美瑛町
14605,上富良野町
14613,中富良野町
14621,南富良野町
14630,占冠村
14648,和寒町
14656,剣淵町
14681,下川町
14699,美深町
14702,音威子府村
14711,中川町
14729,幌加内町
14818,増毛町
14826,小平町
14834,苫前町
14842,羽幌町
14851,初山別村
14869,遠別町
14877,天塩町
15113,猿払村
15121,浜頓別町
15130,中頓別町
15148,枝幸町
15164,豊富町
15172,礼文町
15181,利尻町
15199,利尻富士町
15202,幌延町
15431,美幌町
15440,津別町
15458,斜里町
15466,清里町
15474,小清水町
15491,訓子府町
15504,置戸町
15521,佐呂間町
15555,遠軽町
15598,湧別町
15601,滝上町
15610,興部町
15628,西興部村
15636,雄武町
15644,大空町
15717,豊浦町
15750,壮瞥町
15784,白老町
15814,厚真町
15849,洞爺湖町
15857,安平町
15865,むかわ町
16012,日高町
16021,平取町
16047,新冠町
16071,浦河町
16080,様似町
16098,えりも町
16101,新ひだか町
16314,音更町
16322,士幌町
16331,上士幌町
16349,鹿追町
16357,新得町
16365,清水町
16373,芽室町
16381,中札内村
16390,更別村
16411,大樹町
16420,広尾町
16438,幕別町
16446,池田町
16454,豊頃町
16462,本別町
16471,足寄町
16489,陸別町
16497,浦幌町
16616,釧路町
16624,厚岸町
16632,浜中町
16641,標茶町
16659,弟子屈町
16675,鶴居村
16683,白糠町
16918,別海町
16926,中標津町
16934,標津町
16942,羅臼町
16951,色丹村
16969,泊村
16977,留夜別村
16985,留別村
16993,紗那村
17001,蘂取村
22012,青森市
22021,弘前市
22039,八戸市
22047,黒石市
22055,五所川原市
22063,十和田市
22071,三沢市
22080,むつ市
22098,つがる市
22101,平川市
23019,平内町
23035,今別町
23043,蓬田村
23078,外ヶ浜町
23213,鰺ヶ沢町
23230,深浦町
23434,西目屋村
23612,藤崎町
23621,大鰐町
23671,田舎館村
23817,板柳町
23841,鶴田町
23876,中泊町
24015,野辺地町
24023,七戸町
24058,六戸町
24066,横浜町
24082,東北町
24112,六ヶ所村
24121,おいらせ町
24236,大間町
24244,東通村
24252,風間浦村
24261,佐井村
24414,三戸町
24422,五戸町
24431,田子町
24457,南部町
24465,階上町
24503,新郷村
32018,盛岡市
32026,宮古市
32034,大船渡市
32051,花巻市
32069,北上市
32077,久慈市
32085,遠野市
32093,一関市
32107,陸前高田市
32115,釜石市
32131,二戸市
32140,八幡平市
32158,奥州市
32166,滝沢市
33014,雫石町
33022,葛巻町
33031,岩手町
33219,紫波町
33227,矢巾町
33669,西和賀町
33812,金ケ崎町
34029,平泉町
34410,住田町
34614,大槌町
34827,山田町
34835,岩泉町
34843,田野畑村
34851,普代村
35017,軽米町
35033,野田村
35068,九戸村
35076,洋野町
35246,一戸町
41009,仙台市
42021,石巻市
42030,塩竈市
42056,気仙沼市
42064,白石市
42072,名取市
42081,角田市
42099,多賀城市
42111,岩沼市
42129,登米市
42137,栗原市
42145,東松島市
42153,大崎市
42161,富谷市
43010,蔵王町
43028,七ヶ宿町
43214,大河原町
43222,村田町
43231,柴田町
43249,川崎町
43419,丸森町
43613,亘理町
43621,山元町
44016,松島町
44041,七ヶ浜町
44067,利府町
44211,大和町
44229,大郷町
44245,大衡村
44440,色麻町
44458,加美町
45012,涌谷町
45055,美里町
45811,女川町
46060,南三陸町
52019,秋田市
52027,能代市
52035,横手市
52043,大館市
52060,男鹿市
52078,湯沢市
52094,鹿角市
52108,由利本荘市
52116,潟上市
52124,大仙市
52132,北秋田市
52141,にかほ市
52159,仙北市
53031,小坂町
53279,上小阿仁村
53465,藤里町
53481,三種町
53490,八峰町
53619,五城目町
53635,八郎潟町
53660,井川町
53686,大潟村
54348,美郷町
54631,羽後町
54640,東成瀬村
62014,山形市
62022,米沢市
62031,鶴岡市
62049,酒田市
62057,新庄市
62065,寒河江市
62073,上山市
62081,村山市
62090,長井市
62103,天童市
62111,東根市
62120,尾花沢市
62138,南陽市
63011,山辺町
63029,中山町
63215,河北町
63223,西川町
63231,朝日町
63240,大江町
63410,大石田町
63614,金山町
63622,最上町
63631,舟形町
63649,真室川町
63657,大蔵村
63665,鮭川村
63673,戸沢村
63819,高畠町
63827,川西町
64017,小国町
64025,白鷹町
64033,飯豊町
64262,三川町
64289,庄内町
64611,遊佐町
72010,福島市
72028,会津若松市
72036,郡山市
72044,いわき市
72052,白河市
72079,須賀川市
72087,喜多方市
72095,相馬市
72109,二本松市
72117,田村市
72125,南相馬市
72133,伊達市
72141,本宮市
73016,桑折町
73032,国見町
73083,川俣町
73229,大玉村
73423,鏡石町
73440,天栄村
73628,下郷町
73644,檜枝岐村
73679,只見町
73687,南会津町
74021,北塩原村
74055,西会津町
74071,磐梯町
74080,猪苗代町
74217,会津坂下町
74225,湯川村
74233,柳津町
74446,三島町
74454,金山町
74462,昭和村
74471,会津美里町
74616,西郷村
74641,泉崎村
74659,中島村
74667,矢吹町
74811,棚倉町
74829,矢祭町
74837,塙町
74845,鮫川村
75019,石川町
75027,玉川村
75035,平田村
75043,浅川町
75051,古殿町
75213,三春町
75221,小野町
75418,広野町
75426,楢葉町
75434,富岡町
75442,川内村
75451,大熊町
75469,双葉町
75477,浪江町
75485,葛尾村
75612,新地町
75647,飯舘村
82015,水戸市
82023,日立市
82031,土浦市
82040,古河市
82058,石岡市
82074,結城市
82082,龍ケ崎市
82104,下妻市
82112,常総市
82121,常陸太田市
82147,高萩市
82155,北茨城市
82163,笠間市
82171,取手市
82198,牛久市
82201,つくば市
82210,ひたちなか市
82228,鹿嶋市
82236,潮来市
82244,守谷市
82252,常陸大宮市
82261,那珂市
82279,筑西市
82287,坂東市
82295,稲敷市
82309,かすみがうら市
82317,桜川市
82325,神栖市
82333,行方市
82341,鉾田市
82350,つくばみらい市
82368,小美玉市
83020,茨城町
83097,大洗町
83101,城里町
83411,東海村
83640,大子町
84425,美浦村
84433,阿見町
84476,河内町
85219,八千代町
85421,五霞町
85464,境町
85642,利根町
92011,宇都宮市
92029,足利市
92037,栃木市
92045,佐野市
92053,鹿沼市
92061,日光市
92088,小山市
92096,真岡市
92100,大田原市
92118,矢板市
92134,那須塩原市
92142,さくら市
92151,那須烏山市
92169,下野市
93017,上三川町
93424,益子町
93432,茂木町
93441,市貝町
93459,芳賀町
93611,壬生町
93645,野木町
93840,塩谷町
93866,高根沢町
94072,那須町
94111,那珂川町
102016,前橋市
102024,高崎市
102032,桐生市
102041,伊勢崎市
102059,太田市
102067,沼田市
102075,館林市
102083,渋川市
102091,藤岡市
102105,富岡市
102113,安中市
102121,みどり市
103446,榛東村
103454,吉岡町
103667,上野村
103675,神流町
103829,下仁田町
103837,南牧村
103845,甘楽町
104213,中之条町
104248,長野原町
104256,嬬恋村
104264,草津町
104281,高山村
104299,東吾妻町
104434,片品村
104442,川場村
104485,昭和村
104493,みなかみ町
104647,玉村町
105210,板倉町
105228,明和町
105236,千代田町
105244,大泉町
105252,邑楽町
111007,さいたま市
112011,川越市
112020,熊谷市
112038,川口市
112062,行田市
112071,秩父市
112089,所沢市
112097,飯能市
112101,加須市
112119,本庄市
112127,東松山市
112143,春日部市
112151,狭山市
112160,羽生市
112178,鴻巣市
112186,深谷市
112194,上尾市
112216,草加市
112224,越谷市
112232,蕨市
112241,戸田市
112259,入間市
112275,朝霞市
112283,志木市
112291,和光市
112305,新座市
112313,桶川市
112321,久喜市
112330,北本市
112348,八潮市
112356,富士見市
112372,三郷市
112381,蓮田市
112399,坂戸市
112402,幸手市
112411,鶴ヶ島市
112429,日高市
112437,吉川市
112453,ふじみ野市
112461,白岡市
113018,伊奈町
113247,三芳町
113263,毛呂山町
113271,越生町
113417,滑川町
113425,嵐山町
113433,小川町
113468,川島町
113476,吉見町
113484,鳩山町
113492,ときがわ町
113611,横瀬町
113620,皆野町
113638,長瀞町
113654,小鹿野町
113697,東秩父村
113816,美里町
113832,神川町
113859,上里町
114081,寄居町
114421,宮代町
114642,杉戸町
114651,松伏町
121002,千葉市
122025,銚子市
122033,市川市
122041,船橋市
122050,館山市
122068,木更津市
122076,松戸市
122084,野田市
122106,茂原市
122114,成田市
122122,佐倉市
122131,東金市
122157,旭市
122165,習志野市
122173,柏市
122181,勝浦市
122190,市原市
122203,流山市
122211,八千代市
122220,我孫子市
122238,鴨川市
122246,鎌ケ谷市
122254,君津市
122262,富津市
122271,浦安市
122289,四街道市
122297,袖ケ浦市
122301,八街市
122319,印西市
122327,白井市
122335,富里市
122343,南房総市
122351,匝瑳市
122360,香取市
122378,山武市
122386,いすみ市
122394,大網白里市
123226,酒々井町
123293,栄町
123421,神崎町
123471,多古町
123498,東庄町
124036,九十九里町
124095,芝山町
124109,横芝光町
124214,一宮町
124222,睦沢町
124231,長生村
124249,白子町
124265,長柄町
124273,長南町
124419,大多喜町
124435,御宿町
124630,鋸南町
131016,千代田区
131024,中央区
131032,港区
131041,新宿区
131059,文京区
131067,台東区
131075,墨田区
131083,江東区
131091,品川区
131105,目黒区
131113,大田区
131121,世田谷区
131130,渋谷区
131148,中野区
131156,杉並区
131164,豊島区
131172,北区
131181,荒川区
131199,板橋区
131202,練馬区
131211,足立区
131229,葛飾区
131237,江戸川区
132012,八王子市
132021,立川市
132039,武蔵野市
132047,三鷹市
132055,青梅市
132063,府中市
132071,昭島市
132080,調布市
132098,町田市
132101,小金井市
132110,小平市
132128,日野市
132136,東村山市
132144,国分寺市
132152,国立市
132187,福生市
132195,狛江市
132209,東大和市
132217,清瀬市
132225,東久留米市
132233,武蔵村山市
132241,多摩市
132250,稲城市
132276,羽村市
132284,あきる野市
132292,西東京市
133035,瑞穂町
133051,日の出町
133078,檜原村
133086,奥多摩町
133612,大島町
133621,利島村
133639,新島村
133647,神津島村
133817,三宅村
133825,御蔵島村
134015,八丈町
